logged_at_utc,event,symbol,expiry,window_from,window_to,option_type,strike,instrument_symbol,instrument_token,candles_count,min_required_candles,avg_volume,min_avg_volume,previous_candle_time,candle_time,candle_open,candle_high,candle_low,candle_close,previous_close,current_close,price_multiplier,threshold_upper,change_percent,comparison,signal_detected,skip_reason,note
2026-02-25T16:53:32.187293Z,skip_strike,360ONE,2026-01-29,2026-01-05T00:00:00,2026-01-05T23:59:59.999999,CE,2150.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-02-25T16:53:32.275587Z,skip_strike,ABCAPITAL,2026-01-29,2026-01-05T00:00:00,2026-01-05T23:59:59.999999,CE,1250.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-02-25T16:53:32.389656Z,skip_strike,360ONE,2026-01-29,2026-01-05T00:00:00,2026-01-05T23:59:59.999999,CE,2200.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-02-25T16:53:32.485480Z,skip_strike,ADANIENSOL,2026-01-29,2026-01-05T00:00:00,2026-01-05T23:59:59.999999,CE,1750.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-02-25T16:53:32.553829Z,skip_strike,ABB,2026-01-29,2026-01-05T00:00:00,2026-01-05T23:59:59.999999,CE,5500.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-02-25T16:53:32.631007Z,skip_strike,ABCAPITAL,2026-01-29,2026-01-05T00:00:00,2026-01-05T23:59:59.999999,CE,1300.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-02-25T16:53:32.721144Z,skip_strike,360ONE,2026-01-29,2026-01-05T00:00:00,2026-01-05T23:59:59.999999,PE,1200.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-02-25T16:53:32.854712Z,skip_strike,ABCAPITAL,2026-01-29,2026-01-05T00:00:00,2026-01-05T23:59:59.999999,CE,1350.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-02-25T16:53:32.928561Z,skip_strike,360ONE,2026-01-29,2026-01-05T00:00:00,2026-01-05T23:59:59.999999,PE,1150.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-02-25T16:53:33.029316Z,skip_strike,ADANIENSOL,2026-01-29,2026-01-05T00:00:00,2026-01-05T23:59:59.999999,CE,1800.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-02-25T16:53:33.112425Z,skip_strike,ABB,2026-01-29,2026-01-05T00:00:00,2026-01-05T23:59:59.999999,CE,5550.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-02-25T16:53:33.195053Z,skip_strike,ABCAPITAL,2026-01-29,2026-01-05T00:00:00,2026-01-05T23:59:59.999999,PE,350.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-02-25T16:53:33.264175Z,skip_strike,360ONE,2026-01-29,2026-01-05T00:00:00,2026-01-05T23:59:59.999999,PE,1100.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
