logged_at_utc,event,symbol,expiry,window_from,window_to,option_type,strike,instrument_symbol,instrument_token,candles_count,min_required_candles,avg_volume,min_avg_volume,previous_candle_time,candle_time,candle_open,candle_high,candle_low,candle_close,previous_close,current_close,price_multiplier,threshold_upper,change_percent,comparison,signal_detected,skip_reason,note
2026-03-05T12:37:04.789552Z,skip_strike,ADANIGREEN,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,7600.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:04.882086Z,skip_strike,ADANIENT,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,21200.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:04.951508Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,12800.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:05.052295Z,skip_strike,ADANIENSOL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,7800.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:05.131964Z,skip_strike,ABB,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5400.0,ABB30MAR265400CE,57297,0,5,,,,,,,,,,,1.7,,,,,insufficient_candles,
2026-03-05T12:37:05.232589Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,13000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:05.303209Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,15000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:05.422524Z,skip_strike,ADANIGREEN,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,7700.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:05.447912Z,scan_strike,ABB,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5450.0,ABB30MAR265450CE,75301,,,,,,,,,,,,,1.7,,,,,,
2026-03-05T12:37:05.531002Z,skip_strike,ADANIENT,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,21400.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:05.629961Z,skip_strike,ABCAPITAL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,35000.0,ABCAPITAL30MAR26350CE,57604,0,5,,,,,,,,,,,1.7,,,,,insufficient_candles,
2026-03-05T12:37:05.634961Z,scan_strike,ABCAPITAL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,35500.0,ABCAPITAL30MAR26355CE,75792,,,,,,,,,,,,,1.7,,,,,,
2026-03-05T12:37:05.634961Z,skip_strike,ADANIENSOL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,7900.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:05.710375Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,13200.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:05.820989Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,15200.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:05.947934Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,13400.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:06.028270Z,skip_strike,ADANIGREEN,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,7800.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:06.130074Z,skip_strike,ALKEM,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5650.0,ALKEM30MAR265650CE,78962,0,5,,,,,,,,,,,1.7,,,,,insufficient_candles,
2026-03-05T12:37:06.168231Z,skip_strike,ADANIENT,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,21600.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:06.184380Z,scan_strike,ALKEM,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5700.0,ALKEM30MAR265700CE,62533,,,,,,,,,,,,,1.7,,,,,,
2026-03-05T12:37:06.299299Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,15400.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:06.325127Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,13600.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:06.422680Z,skip_strike,ADANIENSOL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:06.516854Z,skip_strike,ABB,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5450.0,ABB30MAR265450CE,75301,0,5,,,,,,,,,,,1.7,,,,,insufficient_candles,
2026-03-05T12:37:06.585913Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,920000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:06.603965Z,scan_strike,ABB,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5500.0,ABB30MAR265500CE,57299,,,,,,,,,,,,,1.7,,,,,,
2026-03-05T12:37:06.659171Z,skip_strike,ADANIGREEN,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,7900.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:06.752850Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,15600.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:06.842130Z,skip_strike,ADANIENT,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,21800.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:06.885082Z,skip_strike,ABCAPITAL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,35500.0,ABCAPITAL30MAR26355CE,75792,0,5,,,,,,,,,,,1.7,,,,,insufficient_candles,
2026-03-05T12:37:06.885082Z,scan_strike,ABCAPITAL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,36000.0,ABCAPITAL30MAR26360CE,57606,,,,,,,,,,,,,1.7,,,,,,
2026-03-05T12:37:06.970372Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,940000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:07.067113Z,skip_strike,ADANIENSOL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8100.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:07.188301Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,15800.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:07.263448Z,skip_strike,ADANIGREEN,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:07.343357Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,960000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:07.360066Z,skip_strike,ALKEM,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5700.0,ALKEM30MAR265700CE,62533,0,5,,,,,,,,,,,1.7,,,,,insufficient_candles,
2026-03-05T12:37:07.402077Z,scan_strike,ALKEM,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5750.0,ALKEM30MAR265750CE,78964,,,,,,,,,,,,,1.7,,,,,,
2026-03-05T12:37:07.477340Z,skip_strike,ADANIENT,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,22000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:07.610861Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,980000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:07.703820Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,16000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:07.718868Z,skip_strike,ABB,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5500.0,ABB30MAR265500CE,57299,0,5,,,,,,,,,,,1.7,,,,,insufficient_candles,
2026-03-05T12:37:07.783994Z,skip_strike,ADANIENSOL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8200.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:07.877099Z,skip_strike,ADANIGREEN,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8100.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:07.923976Z,scan_strike,ABB,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5550.0,ABB30MAR265550CE,75304,,,,,,,,,,,,,1.7,,,,,,
2026-03-05T12:37:07.999695Z,skip_strike,ADANIENT,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,22200.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:08.015209Z,skip_strike,ABCAPITAL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,36000.0,ABCAPITAL30MAR26360CE,57606,0,5,,,,,,,,,,,1.7,,,,,insufficient_candles,
2026-03-05T12:37:08.015209Z,scan_strike,ABCAPITAL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,36500.0,ABCAPITAL30MAR26365CE,75807,,,,,,,,,,,,,1.7,,,,,,
2026-03-05T12:37:08.066129Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,1000000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:08.212926Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,16200.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:08.304010Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,PE,12400.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:08.392967Z,skip_strike,ADANIENSOL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8300.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:08.431183Z,skip_strike,ALKEM,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5750.0,ALKEM30MAR265750CE,78964,0,5,,,,,,,,,,,1.7,,,,,insufficient_candles,
2026-03-05T12:37:08.504457Z,skip_strike,ADANIGREEN,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8200.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:08.621083Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,PE,12200.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:08.696918Z,skip_strike,ADANIENT,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,22400.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:08.783391Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,16400.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:08.873357Z,scan_strike,ALKEM,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5800.0,ALKEM30MAR265800CE,62536,,,,,,,,,,,,,1.7,,,,,,
2026-03-05T12:37:08.933020Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,PE,12000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:08.948138Z,skip_strike,ABB,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5550.0,ABB30MAR265550CE,75304,0,5,,,,,,,,,,,1.7,,,,,insufficient_candles,
2026-03-05T12:37:09.055192Z,skip_strike,ADANIGREEN,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8300.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:09.128202Z,skip_strike,ABCAPITAL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,36500.0,ABCAPITAL30MAR26365CE,75807,0,5,,,,,,,,,,,1.7,,,,,insufficient_candles,
2026-03-05T12:37:09.127197Z,skip_strike,ADANIENSOL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8400.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:09.140808Z,scan_strike,ABCAPITAL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,37000.0,ABCAPITAL30MAR26370CE,57610,,,,,,,,,,,,,1.7,,,,,,
2026-03-05T12:37:09.236230Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,16600.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:09.325019Z,skip_strike,ADANIENT,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,22600.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:09.410026Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,PE,11800.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:09.450783Z,scan_strike,ABB,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5600.0,ABB30MAR265600CE,57301,,,,,,,,,,,,,1.7,,,,,,
2026-03-05T12:37:09.591915Z,skip_strike,ADANIGREEN,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8400.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:09.667521Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,PE,11600.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:09.732301Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,16800.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:09.816217Z,skip_strike,ADANIENSOL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8500.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:09.894415Z,skip_strike,ADANIENT,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,22800.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:10.027209Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,PE,11400.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:10.041100Z,skip_strike,ALKEM,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5800.0,ALKEM30MAR265800CE,62536,0,5,,,,,,,,,,,1.7,,,,,insufficient_candles,
2026-03-05T12:37:10.066086Z,scan_strike,ALKEM,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5850.0,ALKEM30MAR265850CE,78966,,,,,,,,,,,,,1.7,,,,,,
2026-03-05T12:37:10.138186Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,17000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:10.234476Z,skip_strike,ADANIGREEN,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8500.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:10.337054Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,PE,11200.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:10.409115Z,skip_strike,ADANIENSOL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8600.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:10.490614Z,skip_strike,ADANIENT,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,23000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:10.608494Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,17200.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:10.701448Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,PE,11000.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:10.800168Z,skip_strike,ADANIGREEN,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8600.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:10.814711Z,skip_strike,ALKEM,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5850.0,ALKEM30MAR265850CE,78966,0,5,,,,,,,,,,,1.7,,,,,insufficient_candles,
2026-03-05T12:37:10.941352Z,skip_strike,ADANIENSOL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8700.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:11.020730Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,PE,10800.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:11.103413Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,17400.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:11.179202Z,skip_strike,ADANIENT,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,23200.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:11.217716Z,scan_strike,ALKEM,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,5900.0,ALKEM30MAR265900CE,62538,,,,,,,,,,,,,1.7,,,,,,
2026-03-05T12:37:11.321864Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,PE,10600.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:11.399479Z,skip_strike,ADANIGREEN,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8700.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:11.513830Z,skip_strike,ADANIPORTS,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,17600.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:11.612648Z,skip_strike,ADANIENSOL,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,CE,8800.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
2026-03-05T12:37:11.679913Z,skip_strike,360ONE,2026-03-30,2026-03-03T00:00:00,2026-03-03T23:59:59.999999,PE,10400.0,,,,,,,,,,,,,,,1.7,,,,,instrument_not_found,
